source_code	source_code_description	length
S3620	"Newborn metabolic screening panel, includes test kit, postage and the laboratory tests specified by the state for inclusion in this panel (e.g. galactose; hemoglobin, electrophoresis;  hydroxyprogesterone, 17-d; phenylanine (pku); and thyroxine, total)"	252
S3625	"Maternal serum triple marker screen including alpha-fetoprotein (afp), estriol, and human chorionic gonadotropin (hcg)"	118
S3626	"Maternal serum quadruple marker screen including alpha-fetoprotein (afp), estriol, human chorionic gonadotropin (hcg) and inhibin a"	131
S3628	Placental alpha microglobulin-1 rapid immunoassay for detection of rupture of fetal membranes	93
S3630	"Eosinophil count, blood, direct"	31
S3645	Hiv-1 antibody testing of oral mucosal transudate	49
S3650	"Saliva test, hormone level; during menopause"	44
S3652	"Saliva test, hormone level; to assess preterm labor risk"	56
S3655	Antisperm antibodies test (immunobead)	38
S3708	Gastrointestinal fat absorption study	37
S3711	Circulating tumor cell test	27
S3713	Kras mutation analysis testing	30
S3721	Prostate cancer antigen 3 (pca3) testing	40
S3722	"Dose optimization by area under the curve (auc) analysis, for infusional 5-fluorouracil"	87
S3800	Genetic testing for amyotrophic lateral sclerosis (als)	55
S3818	Complete gene sequence analysis; brca1 gene	43
S3819	Complete gene sequence analysis; brca2 gene	43
S3820	Complete brca1 and brca2 gene sequence analysis for susceptibility to breast and ovarian cancer	95
S3822	Single mutation analysis (in individual with a known brca1 or brca2 mutation in the family) for susceptibility to breast and ovarian cancer	139
S3823	Three-mutation brca1 and brca2 analysis for susceptibility to breast and ovarian cancer in ashkenazi individuals	112
S3828	Complete gene sequence analysis; mlh1 gene	42
S3829	Complete gene sequence analysis; msh2 gene	42
S3830	Complete mlh1 and msh2 gene sequence analysis for hereditary nonpolyposis colorectal cancer (hnpcc) genetic testing	115
S3831	Single-mutation analysis (in individual with a known mlh1 and msh2 mutation in the family) for hereditary nonpolyposis colorectal cancer (hnpcc) genetic testing	160
S3833	Complete apc gene sequence analysis for susceptibility to familial adenomatous polyposis (fap) and attenuated fap	113
S3834	Single-mutation analysis (in individual with a known apc mutation in the family) for susceptibility to familial adenomatous polyposis (fap) and attenuated fap	158
S3835	Complete gene sequence analysis for cystic fibrosis genetic testing	67
S3837	Complete gene sequence analysis for hemochromatosis genetic testing	67
S3840	Dna analysis for germline mutations of the ret proto-oncogene for susceptibility to multiple endocrine neoplasia type 2	119
S3841	Genetic testing for retinoblastoma	34
S3842	Genetic testing for von hippel-lindau disease	45
S3843	Dna analysis of the f5 gene for susceptibility to factor v leiden thrombophilia	79
S3844	"Dna analysis of the connexin 26 gene (gjb2) for susceptibility to congenital, profound deafness"	95
S3845	Genetic testing for alpha-thalassemia	37
S3846	Genetic testing for hemoglobin e beta-thalassemia	49
S3847	Genetic testing for tay-sachs disease	37
S3848	Genetic testing for gaucher disease	35
S3849	Genetic testing for niemann-pick disease	40
S3850	Genetic testing for sickle cell anemia	38
S3851	Genetic testing for canavan disease	35
S3852	Dna analysis for apoe epsilon 4 allele for susceptibility to alzheimer's disease	80
S3853	Genetic testing for myotonic muscular dystrophy	47
S3854	Gene expression profiling panel for use in the management of breast cancer treatment	84
S3855	Genetic testing for detection of mutations in the presenilin - 1 gene	69
S3860	"Genetic testing, comprehensive cardiac ion channel analysis, for variants in 5 major cardiac ion channel genes for individuals with high index of suspicion for familial long qt syndrome (lqts) or related syndromes"	213
S3861	"Genetic testing, sodium channel, voltage-gated, type v, alpha subunit (scn5a) and variants for suspected brugada syndrome"	121
S3862	"Genetic testing, family-specific ion channel analysis, for blood-relatives of individuals (index case) who have previously tested positive for a genetic variant of a cardiac ion channel syndrome using either one of the above test configurations or confirmed results from another laboratory"	289
S3865	Comprehensive gene sequence analysis for hypertrophic cardiomyopathy	68
S3866	Genetic analysis for a specific gene mutation for hypertrophic cardiomyopathy (hcm) in an individual with a known hcm mutation in the family	140
S3870	"Comparative genomic hybridization (cgh) microarray testing for developmental delay, autism spectrum disorder and/or intellectual disability"	139
S3890	"Dna analysis, fecal, for colorectal cancer screening"	52
S3900	Surface electromyography (emg)	30
S3902	Ballistocardiogram	18
S3904	Masters two step	16
S3905	Non-invasive electrodiagnostic testing with automatic computerized hand-held device to stimulate and measure neuromuscular signals in diagnosing and evaluating systemic and entrapment neuropathies	196
S4005	Interim labor facility global (labor occurring but not resulting in delivery)	77
S4011	"In vitro fertilization; including but not limited to identification and incubation of mature oocytes, fertilization with sperm, incubation of embryo(s), and subsequent visualization for determination of development"	214
S4013	"Complete cycle, gamete intrafallopian transfer (gift), case rate"	64
S4014	"Complete cycle, zygote intrafallopian transfer (zift), case rate"	64
S4015	"Complete in vitro fertilization cycle, not otherwise specified, case rate"	73
S4016	"Frozen in vitro fertilization cycle, case rate"	46
S4017	"Incomplete cycle, treatment cancelled prior to stimulation, case rate"	69
S4018	"Frozen embryo transfer procedure cancelled before transfer, case rate"	69
S4020	"In vitro fertilization procedure cancelled before aspiration, case rate"	71
S4021	"In vitro fertilization procedure cancelled after aspiration, case rate"	70
S4022	"Assisted oocyte fertilization, case rate"	40
S4023	"Donor egg cycle, incomplete, case rate"	38
S4025	"Donor services for in vitro fertilization (sperm or embryo), case rate"	70
S4026	Procurement of donor sperm from sperm bank	42
S4027	Storage of previously frozen embryos	36
S4028	Microsurgical epididymal sperm aspiration (mesa)	48
S4030	Sperm procurement and cryopreservation services; initial visit	62
S4031	Sperm procurement and cryopreservation services; subsequent visit	65
S4035	"Stimulated intrauterine insemination (iui), case rate"	53
S4037	"Cryopreserved embryo transfer, case rate"	40
S4040	"Monitoring and storage of cryopreserved embryos, per 30 days"	60
S4042	"Management of ovulation induction (interpretation of diagnostic tests and studies, non-face-to-face medical management of the patient), per cycle"	145
S4981	Insertion of levonorgestrel-releasing intrauterine system	57
S4989	"Contraceptive intrauterine device (e.g. progestacert iud), including implants and supplies"	90
S4990	"Nicotine patches, legend"	24
S4991	"Nicotine patches, non-legend"	28
S4993	Contraceptive pills for birth control	37
S4995	Smoking cessation gum	21
S5000	"Prescription drug, generic"	26
S5001	"Prescription drug, brand name"	29
S5010	"5% dextrose and 0.45% normal saline, 1000 ml"	44
S5011	"5% dextrose in lactated ringer's, 1000 ml"	41
S5012	"5% dextrose with potassium chloride, 1000 ml"	44
S5013	"5% dextrose/0.45% normal saline with potassium chloride and magnesium sulfate, 1000 ml"	86
S5014	"5% dextrose/0.45% normal saline with potassium chloride and magnesium sulfate, 1500 ml"	86
S5035	"Home infusion therapy, routine service of infusion device (e.g. pump maintenance)"	81
S5036	"Home infusion therapy, repair of infusion device (e.g. pump repair)"	67
S5100	"Day care services, adult; per 15 minutes"	40
S5101	"Day care services, adult; per half day"	38
S5102	"Day care services, adult; per diem"	34
S5105	"Day care services, center-based; services not included in program fee, per diem"	79
S5108	"Home care training to home care client, per 15 minutes"	54
S5109	"Home care training to home care client, per session"	51
S5110	"Home care training, family; per 15 minutes"	42
S5111	"Home care training, family; per session"	39
S5115	"Home care training, non-family; per 15 minutes"	46
S5116	"Home care training, non-family; per session"	43
S5120	Chore services; per 15 minutes	30
S5121	Chore services; per diem	24
S5125	Attendant care services; per 15 minutes	39
S5126	Attendant care services; per diem	33
S5130	"Homemaker service, nos; per 15 minutes"	38
S5131	"Homemaker service, nos; per diem"	32
S5135	"Companion care, adult (e.g. iadl/adl); per 15 minutes"	53
S5136	"Companion care, adult (e.g. iadl/adl); per diem"	47
S5140	"Foster care, adult; per diem"	28
S5141	"Foster care, adult; per month"	29
S5145	"Foster care, therapeutic, child; per diem"	41
S5146	"Foster care, therapeutic, child; per month"	42
S5150	"Unskilled respite care, not hospice; per 15 minutes"	51
S5151	"Unskilled respite care, not hospice; per diem"	45
S5160	Emergency response system; installation and testing	51
S5161	"Emergency response system; service fee, per month (excludes installation and testing)"	85
S5162	Emergency response system; purchase only	40
S5165	Home modifications; per service	31
S5170	"Home delivered meals, including preparation; per meal"	53
S5175	"Laundry service, external, professional; per order"	50
S5180	"Home health respiratory therapy, initial evaluation"	51
S5181	"Home health respiratory therapy, nos, per diem"	46
S5185	"Medication reminder service, non-face-to-face; per month"	56
S5190	"Wellness assessment, performed by non-physician"	47
S5199	"Personal care item, nos, each"	29
S5497	"Home infusion therapy, catheter care / maintenance, not otherwise classified; includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem"	257
S5498	"Home infusion therapy, catheter care / maintenance, simple (single lumen), includes administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment, (drugs and nursing visits coded separately), per diem"	254
S5501	"Home infusion therapy, catheter care / maintenance, complex (more than one lumen), includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem"	262
S5502	"Home infusion therapy, catheter care / maintenance, implanted access device, includes administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment, (drugs and nursing visits coded separately), per diem (use this code for interim maintenance of vascular access not currently in use)"	336
S5517	"Home infusion therapy, all supplies necessary for restoration of catheter patency or declotting"	95
S5518	"Home infusion therapy, all supplies necessary for catheter repair"	65
S5520	"Home infusion therapy, all supplies (including catheter) necessary for a peripherally inserted central venous catheter (picc) line insertion"	140
S5521	"Home infusion therapy, all supplies (including catheter) necessary for a midline catheter insertion"	99
S5522	"Home infusion therapy, insertion of peripherally inserted central venous catheter (picc), nursing services only (no supplies or catheter included)"	146
S5523	"Home infusion therapy, insertion of midline venous catheter, nursing services only (no supplies or catheter included)"	117
S5550	"Insulin, rapid onset, 5 units"	29
S5551	"Insulin, most rapid onset (lispro or aspart); 5 units"	53
S5552	"Insulin, intermediate acting (nph or lente); 5 units"	52
S5553	"Insulin, long acting; 5 units"	29
S5560	"Insulin delivery device, reusable pen; 1.5 ml size"	50
S5561	"Insulin delivery device, reusable pen; 3 ml size"	48
S5565	Insulin cartridge for use in insulin delivery device other than pump; 150 units	79
S5566	Insulin cartridge for use in insulin delivery device other than pump; 300 units	79
S5570	"Insulin delivery device, disposable pen (including insulin); 1.5 ml size"	72
S5571	"Insulin delivery device, disposable pen (including insulin); 3 ml size"	70
S8030	Scleral application of tantalum ring(s) for localization of lesions for proton beam therapy	91
S8035	Magnetic source imaging	23
S8037	Magnetic resonance cholangiopancreatography (mrcp)	50
S8040	Topographic brain mapping	25
S8042	"Magnetic resonance imaging (mri), low-field"	43
S8049	Intraoperative radiation therapy (single administration)	56
S8055	"Ultrasound guidance for multifetal pregnancy reduction(s), technical component (only to be used when the physician doing the reduction procedure does not perform the ultrasound, guidance is included in the cpt code for multifetal pregnancy reduction - 59866)"	258
S8080	"Scintimammography (radioimmunoscintigraphy of the breast), unilateral, including supply of radiopharmaceutical"	110
S8085	Fluorine-18 fluorodeoxyglucose (f-18 fdg) imaging using dual-head coincidence detection system (non-dedicated pet scan)	119
S8092	"Electron beam computed tomography (also known as ultrafast ct, cine ct)"	71
