code	name	length
69949	"Unlisted procedure, inner ear"	29
44799	"Unlisted procedure, intestine"	29
68899	"Unlisted procedure, lacrimal system"	35
56399	"Unlisted procedure, laparoscopy, hysteroscopy."	46
31599	"Unlisted procedure, larynx"	26
27899	"Unlisted procedure, leg or ankle"	32
40799	"Unlisted procedure, lips"	24
47399	"Unlisted procedure, liver"	25
32999	"Unlisted procedure, lungs and pleura"	36
55899	"Unlisted procedure, male genital system"	39
59899	"Unlisted procedure, maternity care and delivery"	47
44899	"Unlisted procedure, Meckels diverticulum and the mesentery"	58
39499	"Unlisted procedure, mediastinum"	31
77399	"Unlisted procedure, medical radiation physics, dosimetry and treatment devices, and special services"	100
69799	"Unlisted procedure, middle ear"	30
20999	"Unlisted procedure, musculoskeletal system, general"	51
21899	"Unlisted procedure, neck or thorax"	34
64999	"Unlisted procedure, nervous system"	34
30999	"Unlisted procedure, nose"	24
67399	"Unlisted procedure, ocular muscle"	33
67599	"Unlisted procedure, orbit"	25
42299	"Unlisted procedure, palate, uvula"	33
48999	"Unlisted procedure, pancreas"	28
27299	"Unlisted procedure, pelvis or hip joint"	39
42999	"Unlisted procedure, pharynx, adenoids, or tonsils"	49
67299	"Unlisted procedure, posterior segment"	37
45999	"Unlisted procedure, rectum"	26
42699	"Unlisted procedure, salivary glands or ducts"	44
23929	"Unlisted procedure, shoulder"	28
17999	"Unlisted procedure, skin, mucous membrane and subcutaneous tissue"	65
22899	"Unlisted procedure, spine"	25
43999	"Unlisted procedure, stomach"	27
69979	"Unlisted procedure, temporal bone, middle fossa approach"	56
77299	"Unlisted procedure, therapeutic radiology clinical treatment planning"	69
77499	"Unlisted procedure, therapeutic radiology treatment management"	62
41599	"Unlisted procedure, tongue, floor of mouth"	42
31899	"Unlisted procedure, trachea, bronchi"	36
53899	"Unlisted procedure, urinary system"	34
36299	"Unlisted procedure, vascular injection"	38
37799	"Unlisted procedure, vascular surgery"	36
40899	"Unlisted procedure, vestibule of mouth"	38
90899	Unlisted psychiatric service or procedure	41
94799	Unlisted pulmonary service or procedure	39
79999	Unlisted radiopharmaceutical therapeutic procedure	50
89398	Unlisted reproductive medicine laboratory procedure	51
78599	"Unlisted respiratory procedure, diagnostic nuclear medicine"	59
96999	Unlisted special dermatological service or procedure	52
99199	"Unlisted special service, procedure or report"	45
88399	Unlisted surgical pathology procedure	37
97139	Unlisted therapeutic procedure (specify)	40
90799	"Unlisted therapeutic, prophylactic or diagnostic injection"	58
90779	"Unlisted therapeutic, prophylactic or diagnostic intravenous or intra-arterial injection or infusion"	100
96379	"Unlisted therapeutic, prophylactic, or diagnostic intravenous or intra-arterial injection or infusion"	101
86999	Unlisted transfusion medicine procedure	39
76999	Unlisted ultrasound procedure	29
81099	Unlisted urinalysis procedure	29
90749	Unlisted vaccine/toxoid	23
37501	Unlisted vascular endoscopy procedure	37
24	Unrelated Evaluation and Management Service by the Same Physician During a Postoperative Period	95
79	Unrelated Procedure or Service by the Same Physician During the Postoperative Period	84
23	Unusual Anesthesia	18
22	Unusual Procedural Services	27
99082	"Unusual travel (eg, transportation and escort of patient)"	57
33214	"Upgrade of implanted pacemaker system, conversion of single chamber system to dual chamber system (includes removal of previously placed pulse generator, testing of existing lead, insertion of new lead, insertion of new pulse generator)"	236
43235	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; diagnostic, with or without collection of specimen(s) by brushing or washing (separate procedure)"	215
43258	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique"	255
43249	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with balloon dilation of esophagus (less than 30 mm diameter)"	179
43244	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with band ligation of esophageal and/or gastric varices"	173
43239	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with biopsy, single or multiple"	149
43255	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with control of bleeding, any method"	154
43257	###############################################################################################################################################################################################################################################################	256
43245	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with dilation of gastric outlet for obstruction (eg, balloon, guide wire, bougie)"	199
43246	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with directed placement of percutaneous gastrostomy tube"	174
43236	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with directed submucosal injection(s), any substance"	170
43259	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with endoscopic ultrasound examination"	156
43237	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with endoscopic ultrasound examination limited to the esophagus"	181
43243	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with injection sclerosis of esophageal and/or gastric varices"	179
43248	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with insertion of guide wire followed by dilation of esophagus over guide wire"	196
43252	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with optical endomicroscopy"	145
43247	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with removal of foreign body"	146
43250	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps or bipolar cautery"	213
43251	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique"	191
0008T	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with suturing of the esophagogastric junction"	163
43241	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with transendoscopic intraluminal tube or catheter placement"	178
43256	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with transendoscopic stent placement (includes predilation)"	177
43242	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with transendoscopic ultrasound-guided intramural or transmural fine needle aspiration/biopsy(s)"	214
43238	###############################################################################################################################################################################################################################################################	256
43240	"Upper gastrointestinal endoscopy including esophagus, stomach, and either the duodenum and/or jejunum as appropriate; with transmural drainage of pseudocyst"	156
3130F	Upper gastrointestinal endoscopy performed (GERD)	49
3141F	Upper gastrointestinal endoscopy report indicates no suspicion of Barrett's esophagus (GERD)	92
3140F	Upper gastrointestinal endoscopy report indicates suspicion of Barrett's esophagus (GERD)	89
0057T	"Upper gastrointestinal endoscopy, including esophagus, stomach, and either the duodenum and/or jejunum as appropriate, with delivery of thermal energy to the muscle of the lower esophageal sphincter and/or gastric cardia, for treatment of gastroesophageal"	255
0133T	###############################################################################################################################################################################################################################################################	256
43234	"Upper gastrointestinal endoscopy, simple primary examination (eg, with small diameter flexible endoscope) (separate procedure)"	126
78267	"Urea breath test, C-14; acquisition for analysis"	48
78268	"Urea breath test, C-14; analysis"	32
84545	"Urea nitrogen, clearance"	24
84540	"Urea nitrogen, urine"	20
84520	Urea nitrogen; quantitative	27
84525	"Urea nitrogen; semiquantitative (eg, reagent strip test)"	56
50951	"Ureteral endoscopy through established ureterostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service"	149
